Crystal Castles,James Horner
Joy Division,Steve Jablonsky
Belle and Sebastian,Steve Jablonsky
Portishead,Steve Jablonsky
Ramones,Steve Jablonsky
The Cure,Steve Jablonsky
The Smiths,Steve Jablonsky
Crystal Castles,Steve Jablonsky
Joy Division,Bloom 06
Belle and Sebastian,Bloom 06
Portishead,Bloom 06
Ramones,Bloom 06
The Cure,Bloom 06
The Smiths,Bloom 06
Crystal Castles,Bloom 06
Joy Division,Manu Chao
Belle and Sebastian,Manu Chao
Portishead,Manu Chao
Ramones,Manu Chao
The Cure,Manu Chao
The Smiths,Manu Chao
Crystal Castles,Manu Chao
Joy Division,Eiffel 65
Belle and Sebastian,Eiffel 65
Portishead,Eiffel 65
Ramones,Eiffel 65
The Cure,Eiffel 65
The Smiths,Eiffel 65
Crystal Castles,Eiffel 65
Joy Division,Black Sabbath
Belle and Sebastian,Black Sabbath
Portishead,Black Sabbath
Ramones,Black Sabbath
The Cure,Black Sabbath
The Smiths,Black Sabbath
Crystal Castles,Black Sabbath
Motörhead,Black Sabbath
Joy Division,Steve Winwood
Belle and Sebastian,Steve Winwood
Portishead,Steve Winwood
Ramones,Steve Winwood
The Cure,Steve Winwood
The Smiths,Steve Winwood
Crystal Castles,Steve Winwood
Joy Division,R.E.M.
Belle and Sebastian,R.E.M.
Portishead,R.E.M.
Ramones,R.E.M.
The Cure,R.E.M.
The Smiths,R.E.M.
Crystal Castles,R.E.M.
Motörhead,R.E.M.
Joy Division,Depeche Mode
Belle and Sebastian,Depeche Mode
Portishead,Depeche Mode
Ramones,Depeche Mode
The Cure,Depeche Mode
The Smiths,Depeche Mode
Crystal Castles,Depeche Mode
Motörhead,Depeche Mode
Joy Division,The Kinks
Belle and Sebastian,The Kinks
Portishead,The Kinks
Ramones,The Kinks
The Cure,The Kinks
The Smiths,The Kinks
Crystal Castles,The Kinks
Motörhead,The Kinks
Joy Division,The Police
Belle and Sebastian,The Police
Portishead,The Police
Ramones,The Police
The Cure,The Police
The Smiths,The Police
Crystal Castles,The Police
Motörhead,The Police
Joy Division,Radiohead
Belle and Sebastian,Radiohead
Portishead,Radiohead
The Cure,Radiohead
The Smiths,Radiohead
Crystal Castles,Radiohead
Joy Division,Madonna
Belle and Sebastian,Madonna
Portishead,Madonna
Ramones,Madonna
The Cure,Madonna
The Smiths,Madonna
Crystal Castles,Madonna
Motörhead,Madonna
Joy Division,Led Zeppelin
Belle and Sebastian,Led Zeppelin
Portishead,Led Zeppelin
Ramones,Led Zeppelin
The Cure,Led Zeppelin
The Smiths,Led Zeppelin
Crystal Castles,Led Zeppelin
Motörhead,Led Zeppelin
Joy Division,Era
Belle and Sebastian,Era
Portishead,Era
Ramones,Era
The Cure,Era
The Smiths,Era
Crystal Castles,Era
Joy Division,Jimi Hendrix
Belle and Sebastian,Jimi Hendrix
Portishead,Jimi Hendrix
Ramones,Jimi Hendrix
The Cure,Jimi Hendrix
The Smiths,Jimi Hendrix
Crystal Castles,Jimi Hendrix
Motörhead,Jimi Hendrix
Joy Division,Mike Oldfield
Belle and Sebastian,Mike Oldfield
Portishead,Mike Oldfield
Ramones,Mike Oldfield
The Cure,Mike Oldfield
The Smiths,Mike Oldfield
Crystal Castles,Mike Oldfield
Joy Division,Hans Zimmer
Belle and Sebastian,Hans Zimmer
Portishead,Hans Zimmer
Ramones,Hans Zimmer
The Cure,Hans Zimmer
The Smiths,Hans Zimmer
Crystal Castles,Hans Zimmer
Joy Division,David Bowie
Belle and Sebastian,David Bowie
Portishead,David Bowie
Ramones,David Bowie
The Cure,David Bowie
The Smiths,David Bowie
Crystal Castles,David Bowie
Motörhead,David Bowie
Joy Division,Motörhead
Belle and Sebastian,Motörhead
Portishead,Motörhead
Ramones,Motörhead
The Cure,Motörhead
The Smiths,Motörhead
Crystal Castles,Motörhead
Joy Division,Lucio Battisti
Belle and Sebastian,Lucio Battisti
Portishead,Lucio Battisti
Ramones,Lucio Battisti
The Cure,Lucio Battisti
The Smiths,Lucio Battisti
Crystal Castles,Lucio Battisti
Joy Division,The Alan Parsons Project
Belle and Sebastian,The Alan Parsons Project
Portishead,The Alan Parsons Project
Ramones,The Alan Parsons Project
The Cure,The Alan Parsons Project
The Smiths,The Alan Parsons Project
Crystal Castles,The Alan Parsons Project
Joy Division,Mario Biondi
Belle and Sebastian,Mario Biondi
Portishead,Mario Biondi
Ramones,Mario Biondi
The Cure,Mario Biondi
The Smiths,Mario Biondi
Crystal Castles,Mario Biondi
Joy Division,Bryan Ferry
Belle and Sebastian,Bryan Ferry
Portishead,Bryan Ferry
Ramones,Bryan Ferry
The Cure,Bryan Ferry
The Smiths,Bryan Ferry
Crystal Castles,Bryan Ferry
Joy Division,John Williams
Belle and Sebastian,John Williams
Portishead,John Williams
Ramones,John Williams
The Cure,John Williams
The Smiths,John Williams
Crystal Castles,John Williams
Joy Division,Kansas
Belle and Sebastian,Kansas
Portishead,Kansas
Ramones,Kansas
The Cure,Kansas
The Smiths,Kansas
Crystal Castles,Kansas
Joy Division,Robert Miles
Belle and Sebastian,Robert Miles
Portishead,Robert Miles
Ramones,Robert Miles
The Cure,Robert Miles
The Smiths,Robert Miles
Crystal Castles,Robert Miles
Joy Division,Jethro Tull
Belle and Sebastian,Jethro Tull
Portishead,Jethro Tull
Ramones,Jethro Tull
The Cure,Jethro Tull
The Smiths,Jethro Tull
Crystal Castles,Jethro Tull
Joy Division,Frank Sinatra
Belle and Sebastian,Frank Sinatra
Portishead,Frank Sinatra
